UTM_EZ,UTM_NZ,UTM_E_UTM_NZ,UTM_E2Z,UTM_N2Z,near_roadZ,near_frshwZ,near_saltwZ,URB_1KMZ,RUR_1KMZ,FOR1_1KMZ,FOR2_1KMZ,HRB_1KMZ,SAV_1KMZ,SHR_1KMZ,WET_1KMZ,URB_100Z,RUR_100Z,FOR1_100Z,FOR2_100Z,HRB_100Z,SAV_100Z,SHR_100Z,WET_100Z,Near_UrbZ,CR_CL0Z,CR_CL_2Z,CR_CL_3Z,BRDLFZ,OF_100Z,OF_1KZ,Is_sizeZ,rd_up_100Z,rd_p_100Z,rd_up_1kZ,rd_p_1kZ,EOSD_DZ,EOSD_OZ,EOSD_SZ,CR_CLZ
0.233026354,-0.520650689,0.198749356,0.223121482,-0.519252796,-0.56436888,-0.691575986,-0.441797392,-0.279998092,-0.039322521,0.12814079,-0.880677719,-0.468591018,-0.137297043,-0.338738833,-0.241304216,-0.160102456,-0.490026638,1.503756149,-0.614448448,-0.204427563,-0.26428922,-0.173842912,-0.236196717,-0.175593449,-0.806521635,1.326642907,1.15745681,-0.443058995,1.692785877,0.137508956,-0.491277292,0.608665513,-0.399872151,-0.178460604,-0.47685753,0.388338777,1.300200524,-0.811427206,1.102357876
0.221857015,-0.515847287,0.18726003,0.211095401,-0.514491368,-0.652568533,-0.583608753,-0.465486846,-0.279998092,-0.264967282,-0.088527252,-0.880677719,-0.468591018,-0.120369902,-0.338738833,-0.241304216,-0.160102456,-0.490026638,0.441531041,-0.614448448,-0.204427563,1.255584828,-0.173842912,-0.236196717,-0.299602529,-0.806521635,1.143178181,0.232486156,-0.443058995,1.414408322,-0.178940684,-0.491277292,1.603009757,-0.399872151,-0.339687632,-0.47685753,-0.223967384,1.116356827,-0.811427206,0.609451962
0.210687676,-0.513630332,0.175486106,0.19907592,-0.512293747,-0.616740643,-0.448720416,-0.481660765,-0.279998092,-0.428656439,-0.310912509,-0.880677719,-0.468591018,-0.03522062,-0.338738833,-0.309850142,-0.160102456,-0.490026638,-1.032129025,-0.614448448,-0.204427563,3.483190369,-0.173842912,-0.236196717,-0.426579875,-0.06863758,0.460953611,-0.399031073,-0.443058995,1.088514541,-0.464808803,-0.491277292,0.705618819,-0.399872151,-0.42275347,-0.47685753,-0.642015122,0.432723033,-0.076069288,-0.059664732
0.223280135,-0.524197817,0.187873655,0.212627315,-0.522768854,-0.49356015,-0.779378282,-0.495302106,-0.279998092,-0.056222898,0.266822061,-0.880677719,-0.468591018,-0.137297043,-0.338738833,-0.241304216,-0.160102456,-0.490026638,0.071327237,-0.614448448,-0.204427563,1.249918427,-0.173842912,-0.236196717,-0.315470027,-0.806521635,0.741495851,0.679451017,-0.443058995,1.052542028,-0.009962892,-0.491277292,-0.542481013,-0.399872151,-0.178460604,-0.47685753,0.071911557,0.71384477,-0.811427206,0.481772449
0.541712442,-1.007035562,0.476584778,0.558096696,-1.000793169,2.097613197,1.119061288,-0.507061771,-0.279998092,-0.665145265,-1.315358883,0.982234306,-0.454632445,-0.644400298,-0.338738833,-0.358800599,-0.160102456,-0.490026638,-0.849564969,1.112238881,-0.204427563,-0.45399475,-0.173842912,-0.236196717,0.918653918,-0.796719003,0.180247829,-0.063947321,-0.443058995,0.797311108,0.393203731,-0.492447764,-0.542481013,-0.399872151,-1.164855877,-0.47685753,-0.420198522,0.151437417,-0.801658132,-0.222026082
0.554757177,-1.006734081,0.490619004,0.572363383,-1.000495055,2.153612954,1.184919082,-0.517128159,-0.279998092,-0.664412916,-1.315358883,1.137736412,-0.454632445,-0.555747949,-0.332348058,-0.312498232,-0.160102456,-0.490026638,-0.920598032,0.740846096,-0.204427563,-0.45399475,-0.173842912,-0.236196717,0.999138652,-0.622050621,-0.736907861,-0.5652902,0.196998108,0.328713993,0.548582872,-0.492447764,-0.542481013,-0.399872151,-1.164855877,-0.47685753,-0.099592566,-0.767612779,-0.627587726,-0.700301676
0.557451975,-1.021528394,0.491858987,0.575311735,-1.015123594,2.587898673,1.527190413,-0.390197136,-0.279998092,-0.664412916,-1.315358883,1.174249501,-0.454632445,-0.397693407,-0.332348058,-0.299745462,-0.160102456,-0.490026638,-1.076345442,2.785748694,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.218620445,-0.144709928,0.972603501,1.126868409,0.036983832,1.692785877,0.60461539,-0.492447764,-0.542481013,-0.399872151,-1.164855877,-0.47685753,0.857451345,0.945429804,-0.151881203,1.185382931
0.529287727,-1.011103701,0.462795946,0.544516478,-1.004815826,2.188790802,1.172743204,-0.454666937,-0.279998092,-0.667074524,-1.315358883,0.87054565,-0.454632445,-0.674050285,-0.338738833,-0.410286216,-0.160102456,-0.490026638,-1.076345442,2.528484375,-0.204427563,-0.427650122,-0.173842912,-0.236196717,0.907080482,-0.806521635,1.266605129,1.533160738,-0.443058995,1.692785877,0.289999822,-0.492447764,-0.542481013,-0.399872151,-1.164855877,-0.47685753,0.637044861,1.24003873,-0.811427206,1.2021668
0.545773463,-1.012113887,0.480376519,0.562537164,-1.005814705,2.259491568,1.252516571,-0.389677365,-0.279998092,-0.664412916,-1.315358883,1.114462429,-0.454632445,-0.515438757,-0.332348058,-0.333686226,-0.160102456,-0.490026638,-1.039690919,2.739155789,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.014450568,-0.806521635,0.308027859,5.175326687,-0.443058995,1.692785877,0.530197763,-0.492447764,-0.542481013,-0.399872151,-1.164855877,-0.47685753,3.048062594,0.279481393,-0.811427206,1.888773458
0.556315049,-1.027069607,0.490020019,0.574067789,-1.020602436,2.738396213,1.643103883,-0.346702643,-0.279998092,-0.664412916,-1.315358883,1.170504959,-0.454632445,-0.440033094,-0.332348058,-0.306275295,-0.160102456,-0.490026638,-1.076345442,2.785748694,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.288033426,-0.705100163,1.215270968,1.54915293,-0.326116207,1.692785877,0.594247333,-0.492447764,-0.542481013,-0.399872151,-1.164855877,-0.47685753,0.766844118,1.188598531,-0.710352949,1.250740225
0.549773574,-1.031567199,0.482497821,0.566911884,-1.025049292,2.835003314,1.710005697,-0.349666119,-0.279998092,-0.664412916,-1.315358883,1.052714308,-0.454632445,-0.5536123,-0.338738833,-0.344629839,-0.160102456,-0.490026638,-1.076345442,2.785748694,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.312111677,1.373974374,0.452096842,-0.5652902,1.051918461,1.692785877,0.468448638,-0.492447764,-0.542481013,-0.399872151,-1.164855877,-0.47685753,0.77192326,0.42384797,1.361603902,0.918083677
0.551017765,-1.03827952,0.483083592,0.568272765,-1.031685705,3.033009473,1.867318459,-0.378470888,-0.279998092,-0.667074524,-1.315358883,1.027329802,-0.454632445,-0.600768288,-0.338738833,-0.350240287,-0.160102456,-0.490026638,-1.076345442,2.785748694,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.414690104,-0.316305608,1.422114434,-0.060891714,-0.268004144,1.692785877,0.408289351,-0.492447764,-0.542481013,-0.399872151,-1.164855877,-0.47685753,-0.239722825,1.39586926,-0.322889427,0.863551478
0.565389657,-1.027963903,0.499658651,0.583998508,-1.021486652,2.820753271,1.720312468,-0.497178455,-0.279998092,-0.664412916,-1.315358883,1.154346347,-0.454632445,-0.426826877,-0.332348058,-0.299745462,-0.160102456,-0.490026638,-1.076345442,1.217989377,-0.204427563,-0.142837167,-0.173842912,-0.077124402,1.358919469,-0.622050621,-0.554850055,-0.060419903,-0.443058995,0.534671187,0.556203264,-0.492447764,-0.542481013,-0.399872151,-1.164855877,-0.47685753,-0.417863465,-0.585178909,-0.627587726,-0.749513246
0.559476211,-1.031939579,0.492868519,0.577526685,-1.025417466,2.894555782,1.769619762,-0.373361709,-0.279998092,-0.664412916,-1.315358883,1.160623076,-0.454632445,-0.443064304,-0.332348058,-0.310453094,-0.160102456,-0.490026638,-1.076345442,2.785748694,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.375449937,-0.689933643,1.530763582,0.102508045,-0.230663059,1.692785877,0.578567253,-0.492447764,-0.542481013,-0.399872151,-1.164855877,-0.47685753,-0.093490558,1.504742837,-0.695238351,0.98762259
0.564176654,-1.036540711,0.497398709,0.582670817,-1.029966581,3.053309234,1.900027621,-0.497533851,-0.279998092,-0.664412916,-1.315358883,1.010756099,-0.454632445,-0.463847405,-0.336786591,-0.312851043,-0.160102456,-0.490026638,-1.076345442,1.341336462,-0.204427563,-0.45399475,-0.173842912,0.165712313,1.468821785,-0.194673572,-0.930025692,-0.5652902,0.66647178,0.556180554,0.42713502,-0.492447764,-0.542481013,-0.399872151,-1.164855877,-0.47685753,0.378994398,-0.96112952,-0.201673797,-0.518063433
0.559687602,-1.044741302,0.49166548,0.577758004,-1.0380742,3.259252183,2.055674006,-0.487476135,-0.279998092,-0.667074524,-1.340923284,0.747539179,-0.454632445,-0.605165746,-0.338738833,-0.350240287,-0.160102456,-0.490026638,-1.076345442,0.794908228,-0.204427563,-0.012571811,-0.173842912,-0.029144439,1.556123799,0.190998845,-1.286037205,-0.5652902,-0.128329179,0.459176779,0.14005481,-0.492447764,-0.542481013,-0.399872151,-1.164855877,-0.47685753,-0.431235015,-1.317876422,0.182678275,-1.211417557
0.550081466,-1.046491366,0.481162048,0.567248644,-1.03980438,3.265428434,2.049282438,-0.507936889,-0.279998092,-0.667074524,-1.329400137,0.790695707,-0.454632445,-0.61135856,-0.338738833,-0.350240287,-0.160102456,-0.490026638,-1.076345442,0.356507551,-0.204427563,0.62109581,-0.173842912,-0.236196717,1.527365462,-0.806521635,-0.907554765,-0.429035712,-0.443058995,0.149007692,0.190772668,-0.492447764,-0.542481013,-0.399872151,-1.164855877,-0.47685753,-0.661877401,-0.938612176,-0.811427206,-1.175306636
0.542616539,-1.043524193,0.473482881,0.559085193,-1.036870911,3.155170527,1.953981733,-0.505072616,-0.279998092,-0.667074524,-1.319530969,0.976410768,-0.455551553,-0.602949227,-0.338738833,-0.350240287,-0.160102456,-0.490026638,-1.076345442,-0.036612558,-0.204427563,2.021528386,-0.173842912,-0.236196717,1.445915818,-0.113233783,-0.654082531,-0.279462966,-0.443058995,0.4049628,0.354811826,-0.492447764,-0.542481013,-0.399872151,-1.164855877,-0.47685753,-0.562864191,-0.684616362,-0.120512816,-0.850637735
0.541593419,-1.034827633,0.47335551,0.557966565,-1.028272882,2.900517243,1.751546295,-0.524729336,-0.279998092,-0.667074524,-1.315358883,1.030321027,-0.454632445,-0.602949227,-0.338738833,-0.350240287,-0.160102456,-0.490026638,-1.076345442,1.430728921,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.314332203,-0.806521635,0.607486556,0.626152295,-0.443058995,1.029448932,0.419439507,-0.492447764,-0.542481013,-0.399872151,-1.164855877,-0.47685753,0.03662921,0.579558661,-0.811427206,0.361267823
0.529376375,-1.027258874,0.461089276,0.54461334,-1.02078957,2.659359719,1.546314591,-0.509606445,-0.279998092,-0.667074524,-1.315358883,1.030321027,-0.454632445,-0.608348294,-0.338738833,-0.350240287,-0.160102456,-0.490026638,-1.076345442,0.619638261,-0.204427563,-0.076239196,-0.173842912,-0.053211152,1.143869945,-0.806521635,-0.654398664,-0.006648382,-0.341750909,0.401978725,0.419285802,-0.492447764,-0.542481013,-0.399872151,-1.164855877,-0.47685753,-0.278993487,-0.684933149,-0.811427206,-0.763794416
