UTM_EZ,UTM_NZ,UTM_E_UTM_NZ,UTM_E2Z,UTM_N2Z,near_roadZ,near_frshwZ,near_saltwZ,URB_1KMZ,RUR_1KMZ,FOR1_1KMZ,FOR2_1KMZ,HRB_1KMZ,SAV_1KMZ,SHR_1KMZ,WET_1KMZ,URB_100Z,RUR_100Z,FOR1_100Z,FOR2_100Z,HRB_100Z,SAV_100Z,SHR_100Z,WET_100Z,Near_UrbZ,CR_CL0Z,CR_CL_2Z,CR_CL_3Z,BRDLFZ,OF_100Z,OF_1KZ,Is_sizeZ,rd_up_100Z,rd_p_100Z,rd_up_1kZ,rd_p_1kZ,EOSD_DZ,EOSD_OZ,EOSD_SZ,CR_CLZ
0.456413133,-0.453624748,0.446540063,0.46502893,-0.452802188,1.450193646,1.805182276,-0.318744824,-0.279998092,-0.563596408,0.047239849,-0.404942054,-0.468591018,3.319921096,-0.338738833,-0.405230823,-0.160102456,-0.490026638,-0.52254773,-0.614448448,-0.204427563,3.789501651,-0.173842912,-0.236196717,1.627781211,-0.288317806,-0.275803292,-0.5652902,-0.443058995,0.693023052,1.891954695,-0.4816407,-0.542481013,-0.399872151,-1.164855877,-0.47685753,-0.752074276,-0.305555737,-0.294997441,-0.698090863
0.448521284,-0.453440002,0.438066898,0.456437799,-0.452618996,1.380605229,1.781026506,-0.422215618,-0.279998092,-0.57265097,0.020436617,-0.433964039,-0.468591018,2.990987901,-0.338738833,-0.412729341,-0.160102456,-0.490026638,0.033732866,-0.614448448,-0.204427563,2.67661566,-0.173842912,-0.236196717,1.590495703,0.523742875,-0.218965863,-0.444752602,-0.443058995,1.066973981,1.771726576,-0.4816407,-0.542481013,-0.399872151,-1.164855877,-0.47685753,-0.672281568,-0.248600903,0.51428316,-0.517957302
0.449858155,-0.448193209,0.440088651,0.457892895,-0.447416292,1.245058504,1.905465179,-0.31993382,-0.279998092,-0.565895974,0.284091303,-0.3975532,-0.468591018,3.588732965,-0.338738833,-0.412295933,-0.160102456,-0.490026638,-1.040767463,0.680453302,-0.204427563,2.788256899,-0.173842912,-0.236196717,1.67379798,2.152647621,0.461558197,0.422898161,-0.295560494,1.692785877,2.280539441,-0.4816407,-0.542481013,-0.399872151,-1.164855877,-0.47685753,0.052442037,0.433328868,2.137611371,0.59438901
0.456154384,-0.445237268,0.447193733,0.464747202,-0.44448513,1.222550538,1.994884266,-0.178300864,-0.279998092,-0.563596408,0.531611391,-0.255471917,-0.468591018,3.688438918,-0.338738833,-0.405230823,-0.160102456,-0.490026638,-1.076345442,1.908500687,-0.204427563,0.926665872,-0.173842912,-0.236196717,1.747971221,0.555629555,1.278965985,-0.350145812,-0.385329839,1.692785877,2.656980892,-0.4816407,-0.542481013,-0.399872151,-1.164855877,-0.47685753,-0.550804592,1.252425119,0.546060676,0.673933468
0.459561248,-0.450668808,0.450256822,0.468456913,-0.449871106,1.401800779,1.885713094,-0.226659846,-0.279998092,-0.563596408,0.251480419,-0.398290534,-0.468591018,3.453505808,-0.338738833,-0.405230823,-0.160102456,-0.490026638,-1.076345442,-0.395599892,-0.204427563,4.552984667,-0.173842912,-0.236196717,1.687127774,2.395888488,0.264764082,-0.5652902,-0.414544883,1.338857598,2.169547179,-0.4816407,-0.542481013,-0.399872151,-1.164855877,-0.47685753,-0.723006657,0.236128249,2.380019505,0.024037801
0.481813677,-0.389739494,0.480986485,0.492702534,-0.389444505,0.627955001,2.737634162,-0.491641723,-0.279998092,-0.302217869,0.31345827,-0.438291142,-0.468591018,1.072519254,-0.338738833,-0.462672978,-0.160102456,-0.490026638,0.514881239,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.212038156,-0.622050621,-0.606925961,-0.045189664,-0.053661881,0.50342491,1.417122174,-0.4816407,-0.542481013,-0.399872151,-1.164855877,-0.47685753,-0.010825468,-0.637362384,-0.627587726,-0.551704298
0.478852292,-0.386970221,0.478106347,0.489474382,-0.386697643,0.530317185,2.721680113,-0.483127939,-0.279998092,-0.282455614,0.293890292,-0.413842033,-0.468591018,1.132190477,-0.338738833,-0.462672978,-0.160102456,-0.490026638,0.800033084,-0.614448448,-0.204427563,-0.003014134,-0.173842912,-0.236196717,1.187097704,-0.256176621,-0.305793143,-0.203840598,0.837888618,0.824218656,1.387884299,-0.4816407,-0.542481013,-0.399872151,-1.164855877,-0.47685753,0.793008827,-0.335607537,-0.262966291,0.181508697
0.475258698,-0.384123208,0.474554108,0.485557692,-0.383873628,0.419162376,2.714260587,-0.486474048,-0.279998092,-0.295161176,0.275607798,-0.33831807,-0.468591018,1.27336291,-0.338738833,-0.462672978,-0.160102456,-0.490026638,-0.007147522,-0.614448448,-0.204427563,1.158745017,-0.173842912,-0.236196717,1.16571869,-0.490577613,-0.159295553,-0.396571753,-0.22543925,0.402827618,1.377676808,-0.4816407,-0.542481013,-0.399872151,-1.163771857,-0.47685753,-0.418542999,-0.188807337,-0.496564814,-0.439981001
0.472800581,-0.389702544,0.471287043,0.482878962,-0.389407855,0.421790331,2.845810632,-0.423827017,-0.279998092,-0.264009649,0.575676098,-0.33730429,-0.468591018,1.68944051,-0.338738833,-0.403953182,-0.160102456,-0.490026638,1.598581231,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.259099303,0.689368037,0.067406662,-0.38186218,2.40219667,1.691130735,1.871343711,-0.4816407,-0.542481013,-0.399872151,-1.164710986,-0.47685753,2.269837198,0.038363162,0.679341306,1.424988889
0.466461226,-0.385342533,0.464946853,0.475972133,-0.385083108,0.224836776,2.847241301,-0.50756629,-0.279998092,-0.247798811,0.573424392,-0.146685489,-0.468591018,1.604592999,-0.338738833,-0.036261607,-0.160102456,-0.459238584,0.901040041,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.234178113,0.488431643,-0.518561843,-0.5652902,1.128712821,-0.554404853,1.794305873,-0.4816407,-0.542481013,-0.399872151,-0.956695138,-0.47685753,0.850208331,-0.548815738,0.479092815,0.139754441
0.461933116,-0.382940832,0.460338747,0.471039986,-0.382700792,0.093594929,2.863876451,-0.460989284,-0.279998092,-0.104019478,0.63143913,-0.089135293,-0.468591018,1.322654504,-0.338738833,-0.036261607,-0.160102456,0.667827055,0.556213263,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.228961383,0.85320324,-0.560214753,-0.318874896,0.029843551,-0.903242261,1.754103454,-0.4816407,-0.542481013,-0.399872151,-0.904588292,-0.47685753,-0.106871452,-0.590554688,0.842615622,-0.406776921
0.455076263,-0.377287596,0.453584613,0.46357337,-0.377093073,-0.118994551,2.860938138,-0.31834,-0.279998092,0.241207273,0.52845913,-0.078285217,-0.468591018,0.933231924,-0.338738833,-0.036261607,-0.160102456,3.090535619,-1.076345442,-0.591599054,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.19779397,0.196280474,-1.474249901,-0.5652902,-0.443058995,-0.889468839,1.466039992,-0.4816407,-0.542481013,-0.399872151,-0.745022089,-0.47685753,-0.752074276,-1.506477896,0.187941823,-1.537803813
0.475431197,-0.392732383,0.473782141,0.485745685,-0.392413132,0.520745465,2.869246961,-0.487928853,-0.279998092,-0.280852655,0.610777654,-0.360833035,-0.468591018,1.719878985,-0.338738833,-0.462672978,-0.160102456,-0.490026638,1.139771969,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.288323019,0.059786183,-0.027021172,0.090778868,0.237287564,1.419424026,1.941432648,-0.4816407,-0.542481013,-0.399872151,-1.164855877,-0.47685753,0.375779385,-0.056259726,0.051914818,0.182457767
0.471075586,-0.393803911,0.468973763,0.480999342,-0.393475963,0.443152997,2.941813625,-0.401086226,-0.279998092,-0.266288129,0.810391608,-0.362067563,-0.468591018,2.004015122,-0.338738833,-0.372913046,-0.160102456,-0.490026638,1.598581231,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.327299475,0.208329579,0.531375751,-0.5652902,1.711919781,1.692785877,2.225610222,-0.4816407,-0.542481013,-0.399872151,-1.164855877,-0.47685753,1.444736341,0.50329064,0.199949677,1.237335273
0.464779356,-0.397535786,0.461780424,0.474140066,-0.397177502,0.382032555,3.087422592,-0.270649409,-0.279998092,-0.248026953,1.077985862,-0.405094888,-0.468591018,2.892688709,-0.338738833,-0.073992884,-0.160102456,-0.490026638,1.598581082,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.415993437,0.565931428,-0.26657651,-0.534308415,3.435683385,1.692785877,2.70615502,-0.4816407,-0.542481013,-0.399872151,-1.085737857,-0.47685753,3.222470282,-0.296309897,0.556327282,1.715798302
0.398108322,-0.373814367,0.392633678,0.40163558,-0.373647728,-0.652297105,3.356778853,-0.457013166,-0.279998092,0.518606946,0.141534613,-0.642487477,-0.468591018,0.105858111,-0.338738833,-0.003996347,-0.160102456,2.446229297,-0.743107593,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.62877887,-0.510217753,-1.084784562,-0.5652902,-0.443058995,-0.662193083,0.515689139,-0.4816407,1.962593204,-0.399872151,-0.422610019,-0.47685753,-0.752074276,-1.116208064,-0.516137716,-1.326664502
0.40617267,-0.371375716,0.401586861,0.410393027,-0.371228621,-0.472157239,3.245174952,-0.37833745,-0.279998092,0.603888893,0.351464543,-0.509664819,-0.468591018,0.489266829,-0.338738833,-0.003996347,-0.160102456,2.778993078,-1.076345442,-0.297738083,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.52581265,-0.592134881,-1.50870262,-0.5652902,-0.443058995,-0.903242261,0.893421801,-0.4816407,-0.542481013,-0.399872151,-0.422610019,-0.47685753,-0.752074276,-1.541001781,-0.597774402,-1.652181736
0.416393263,-0.373740468,0.412329122,0.421496981,-0.373574423,-0.599916769,3.229941565,-0.201054555,-0.279998092,0.831751404,0.59211355,-0.131210385,-0.468591018,0.702543972,-0.338738833,-0.003996347,-0.160102456,2.762045291,-0.814614101,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.460660623,-0.386827142,-1.174281705,-0.5652902,-0.443058995,-0.903242261,1.425864443,-0.4816407,0.712456095,-0.399872151,-0.422610019,-0.47685753,-0.752074276,-1.205890076,-0.393169531,-1.37956487
0.423595114,-0.381425912,0.41923052,0.429324604,-0.381198085,-0.595463648,3.306641332,0.023575074,-0.279998092,0.859847072,1.055191732,0.090522556,-0.468591018,1.119936668,-0.320492799,-0.003996347,-0.160102456,0.333130501,0.758962142,-0.614448448,-0.204427563,-0.45399475,-0.173842912,0.914723819,1.492064845,1.91485376,-0.0284448,-0.5652902,-0.443058995,-0.903242261,2.16062994,-0.4816407,1.819813226,-0.399872151,-0.422610019,-0.47685753,-0.752074276,-0.057686294,1.900631594,-0.265740144
0.423853863,-0.38648796,0.418947409,0.429605887,-0.38621928,-0.62582709,3.303042817,0.11209617,-0.279998092,0.850970731,1.151626327,0.013552025,-0.468591018,1.309720238,-0.320492799,-0.003996347,-0.160102456,0.465630531,0.404210868,-0.614448448,-0.204427563,-0.45399475,-0.173842912,2.204648834,1.553015629,-0.204304922,0.392968242,-0.5652902,-0.443058995,-0.424452688,2.241203828,-0.4816407,0.524308125,-0.399872151,-0.422610019,-0.47685753,-0.752074276,0.364597232,-0.211272174,-0.189641805
0.425449483,-0.392695434,0.419976445,0.431340544,-0.392376483,-0.473380049,3.158558119,0.08547176,-0.279998092,0.791264222,1.305497695,-0.102795621,-0.468591018,1.406969026,-0.320492799,-0.003996347,-0.160102456,0.176512381,0.694305903,-0.614448448,-0.204427563,0.36558645,-0.173842912,-0.236196717,1.61897198,-0.549135931,1.450719235,-0.099553468,-0.443058995,1.383956767,2.37476054,-0.4816407,-0.542481013,-0.399872151,-0.422610019,-0.47685753,-0.443768852,1.424533148,-0.554922659,0.740069937
0.431831963,-0.384123208,0.427799316,0.438280519,-0.383873628,-0.493362055,3.263621586,0.139653472,-0.279998092,0.858798216,1.187255833,0.15228811,-0.468591018,1.509292083,-0.330365449,-0.003996347,-0.160102456,-0.488557324,0.712392771,-0.614448448,-0.204427563,-0.45399475,-0.173842912,4.216133479,1.459630527,0.308272956,1.337231732,-0.236065277,-0.420860823,0.558999835,2.416087666,-0.4816407,-0.542481013,-0.399872151,-0.422610019,-0.47685753,-0.51150699,1.310811222,0.299550899,0.712437436
0.417342009,-0.391808652,0.411346388,0.422528008,-0.391496894,-0.402095936,3.183801092,0.002210642,-0.279998092,0.780593647,0.966553387,-0.31448782,-0.468591018,1.268005217,-0.320492799,-0.003996347,-0.160102456,2.85591133,-0.884267262,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.672429815,-0.09698294,-1.386510664,-0.5652902,-0.443058995,-0.895597463,1.86314276,-0.4816407,-0.542481013,-0.399872151,-0.422610019,-0.47685753,-0.752074276,-1.418557422,-0.104317607,-1.505320289
0.413158898,-0.386118467,0.407473937,0.417982474,-0.385852774,-0.362506411,3.320441415,-0.047915671,-0.279998092,0.739724834,0.768186589,-0.304968832,-0.468591018,1.074185387,-0.320492799,-0.003996347,-0.160102456,2.180753201,-0.394731396,-0.599875807,-0.204427563,-0.45399475,-0.173842912,-0.236196717,1.637167336,0.205453349,-0.98120239,-0.5652902,-0.443058995,-0.903242261,1.564631366,-0.4816407,-0.542481013,-0.399872151,-0.422610019,-0.47685753,-0.752074276,-1.012411931,0.197083294,-1.16888738
0.410398907,-0.381241166,0.4050433,0.414983866,-0.381014828,-0.350115866,3.432586978,-0.159357408,-0.279998092,0.706698672,0.653025697,-0.316289213,-0.468591018,0.784816954,-0.320492799,-0.003996347,-0.160102456,1.644261674,-0.324518569,-0.614448448,-0.204427563,-0.072511523,-0.173842912,0.511652775,1.602389138,-0.23191125,-0.791680902,-0.5652902,-0.123030444,-0.37663914,1.384808195,-0.4816407,-0.542481013,-0.399872151,-0.422610019,-0.47685753,-0.752074276,-0.687164098,-0.238783992,-0.975895057
0.173945294,-0.539679554,0.133098305,0.15958349,-0.538114249,-0.239838196,-0.656532281,-0.520895747,-0.014056374,-0.457170654,0.01981264,-0.781945148,-0.468591018,-0.367338226,-0.338738833,-0.462606683,-0.160102456,-0.490026638,-1.076345442,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.997365526,-0.622050621,-1.373646733,-0.5652902,-0.443058995,-0.903242261,-1.128184139,-0.494312626,-0.542481013,-0.399872151,-0.867143547,0.481046739,-0.752074276,-1.405666918,-0.627587726,-1.554775055
0.166758968,0.04717265,0.189670782,0.15186764,0.044403792,-0.391253796,0.444028034,-0.513163558,-0.279998092,-0.433962379,-0.827087452,-0.580576688,-0.439954412,-0.011999549,-0.338738833,-0.359313712,-0.160102456,-0.490026638,-1.076345442,-0.614448448,-0.204427563,1.32252251,-0.173842912,-0.236196717,0.741997984,-0.622050621,-0.9032712,0.420371016,-0.443058995,-0.903242261,0.018982045,-0.494279558,-0.542481013,-0.399872151,-0.761477466,-0.47685753,-0.099592566,-0.934319763,-0.627587726,-0.824432797
0.170193432,0.044894544,0.193126785,0.155554831,0.042139199,-0.404932342,0.361977636,-0.515508121,-0.279998092,-0.412604446,-0.777202792,-0.583862236,-0.413476815,-0.064404587,-0.338738833,-0.351739586,-0.160102456,-0.490026638,-1.076345442,-0.614448448,-0.204427563,1.01990107,-0.173842912,-0.236196717,0.758780667,-0.806521635,-1.097814681,-0.47230858,-0.443058995,-0.903242261,0.0700045,-0.494279558,-0.542481013,-0.399872151,-0.727938213,-0.47685753,-0.690522898,-1.1292651,-0.811427206,-1.333923484
0.113063341,-0.44155716,0.078324903,0.094301921,-0.44083581,-0.561123938,-0.337859856,-0.335063916,-0.279998092,-0.27320489,-0.010729976,-0.880677719,-0.468591018,-0.861702602,-0.338738833,-0.462672978,-0.160102456,1.65713444,0.005283418,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.09372664,-0.550331999,-0.672780714,-0.322272158,-0.443058995,0.059870058,-0.140085137,-0.492065887,0.580325679,-0.399872151,0.111283273,-0.47685753,-0.591202747,-0.703353169,-0.556114631,-0.930225643
0.119322483,-0.451311836,0.083995424,0.101004335,-0.45050873,-0.441449407,-0.536613053,-0.272872131,-0.279998092,-0.27320489,-0.010729976,-0.880677719,-0.468591018,-0.861702602,-0.338738833,-0.462672978,-0.160102456,-0.369144471,1.508880791,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.259134473,-0.414285827,1.165780656,0.994557775,-0.257095138,1.596266723,-0.140085137,-0.492065887,-0.542481013,-0.399872151,0.111283273,-0.47685753,0.470077649,1.13900599,-0.420534213,1.07397083
0.120675741,-0.435586198,0.087171101,0.102453704,-0.434914659,-0.628218847,-0.179062453,-0.44398807,-0.279998092,-0.27320489,-0.078568724,-0.880677719,-0.468591018,-0.861702602,-0.338738833,-0.462672978,-0.160102456,3.038921986,-1.076345442,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.016653596,0.357111519,0.53625731,-0.5652902,-0.441711981,-0.903242261,-0.140085137,-0.492065887,1.436534587,-0.399872151,0.111283273,-0.47685753,-0.750701115,0.508182282,0.348222265,-0.018787848
0.110044169,-0.45215524,0.073917265,0.091069672,-0.451345043,-0.306928088,-0.58325769,-0.167160561,-0.279998092,-0.27320489,-0.010729976,-0.880677719,-0.468591018,-0.861702602,-0.338738833,-0.462672978,-0.160102456,-0.490026638,1.598581231,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.246215214,-0.523545149,0.813629448,2.705929136,-0.283044719,1.692785877,-0.140085137,-0.492065887,-0.542481013,-0.399872151,0.111283273,-0.47685753,1.576507016,0.786127369,-0.529419487,1.4422409
0.102807669,-0.451030344,0.066251716,0.083324422,-0.450229604,-0.41439549,-0.520666983,-0.250321576,-0.279998092,-0.27320489,-0.010729976,-0.880677719,-0.468591018,-0.861702602,-0.338738833,-0.462672978,-0.160102456,-0.490026638,1.598581231,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.200501932,-0.146859277,0.964310061,1.409872409,-0.125225274,1.692785877,-0.140085137,-0.492065887,-0.542481013,-0.399872151,0.111283273,-0.47685753,0.87943466,0.937119232,-0.154023194,1.191734905
0.092308639,-0.451546649,0.054895508,0.0720922,-0.450741569,-0.635935554,-0.409025594,-0.426912769,-0.279998092,-0.27320489,-0.125887142,-0.880677719,-0.468591018,-0.837279145,-0.338738833,-0.462672978,-0.160102456,-0.490026638,1.598581231,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.154950082,-0.079561828,0.780428729,1.432084348,0.237701056,-0.249128984,-0.16961454,-0.492065887,1.576008536,-0.399872151,-0.019476117,-0.47685753,1.264109732,0.752858069,-0.086956137,1.285764188
0.094207427,-0.44612405,0.05753117,0.074123156,-0.445364483,-0.652431539,-0.336440364,-0.440628948,-0.279998092,-0.27320489,-0.128710206,-0.880677719,-0.468591018,-0.837279145,-0.338738833,-0.462672978,-0.160102456,-0.490026638,1.570275706,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.086392911,-0.63369633,1.359437205,0.030512015,0.097612252,-0.214999515,-0.172167132,-0.492065887,1.625053461,-0.399872151,-0.022026457,-0.47685753,0.19349767,1.333062563,-0.639193565,1.032977475
0.108059132,-0.448803056,0.07214708,0.088944805,-0.448021022,-0.415284874,-0.501153159,-0.25402444,-0.279998092,-0.27320489,-0.010729976,-0.880677719,-0.468591018,-0.861702602,-0.338738833,-0.462672978,-0.160102456,-0.490026638,1.598581231,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.188450575,-0.320263609,1.088231546,0.85160258,0.094067756,1.692785877,-0.140085137,-0.492065887,-0.542481013,-0.399872151,0.111283273,-0.47685753,0.733424652,1.061296693,-0.326833878,1.179800929
0.104600518,-0.459241035,0.067284396,0.085243056,-0.458371123,-0.449565273,-0.704386553,-0.270013905,-0.279998092,-0.27320489,-0.010729976,-0.880677719,-0.468591018,-0.861702602,-0.338738833,-0.462672978,-0.160102456,-0.490026638,1.598581231,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.3297679,-0.806521635,1.396065644,1.14502981,-0.40412746,1.692785877,-0.140085137,-0.492065887,-0.542481013,-0.399872151,0.111283273,-0.47685753,0.419799693,1.369766663,-0.811427206,1.172449681
0.102033295,-0.455424879,0.064938288,0.082495771,-0.454587159,-0.422634373,-0.602498821,-0.252899824,-0.279998092,-0.27320489,-0.010729976,-0.880677719,-0.468591018,-0.861702602,-0.338738833,-0.462672978,-0.160102456,-0.490026638,1.598581231,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.261477885,-0.665312579,1.013294389,2.39564234,-0.431708312,1.692785877,-0.140085137,-0.492065887,-0.542481013,-0.399872151,0.111283273,-0.47685753,1.219555937,0.986204743,-0.670701577,1.367732639
0.091835559,-0.457245775,0.053764177,0.07158622,-0.456392704,-0.642427148,-0.484316781,-0.455766085,-0.279998092,-0.278860349,-0.115188953,-0.880677719,-0.468591018,-0.835138788,-0.338738833,-0.462672978,-0.160102456,-0.490026638,1.515816519,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.233335364,-0.798350817,1.085325113,0.956606145,0.394964226,-0.632451197,-0.161659385,-0.492065887,1.56677332,-0.399872151,-0.007215317,-0.47685753,1.109671629,1.058384256,-0.803284361,1.342625181
0.098099014,-0.45932369,0.060278252,0.078286221,-0.458453081,-0.555949006,-0.614498086,-0.370684778,-0.279998092,-0.27320489,-0.019191384,-0.880677719,-0.468591018,-0.861702602,-0.338738833,-0.462672978,-0.160102456,-0.490026638,1.598581231,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.297817261,-0.414138936,1.340100161,0.653163431,-0.292470704,1.206003856,-0.140085137,-0.492065887,0.315684607,-0.399872151,0.111283273,-0.47685753,0.208021337,1.313685576,-0.420387824,1.051686875
0.101806458,-0.465929292,0.063546832,0.082253041,-0.465002788,-0.644885517,-0.749720993,-0.425790154,-0.279998092,-0.255058954,-0.010729976,-0.863462254,-0.468591018,-0.72476849,-0.338738833,-0.462672978,-0.160102456,-0.490026638,1.598581231,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.41265196,0.019537535,1.261312246,-0.22894501,-0.443058995,0.502402303,-0.140085137,-0.492065887,1.596222459,-0.399872151,0.12908541,-0.476453006,-0.529422638,1.234734914,0.011803961,0.612900385
0.106153013,-0.466039697,0.068212509,0.086904611,-0.465112256,-0.576541127,-0.831900841,-0.383632065,-0.279998092,-0.265227876,-0.010729976,-0.874567501,-0.468591018,-0.818455491,-0.338738833,-0.462672978,-0.160102456,-0.490026638,1.598581231,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.43673241,-0.416916604,1.6463678,-0.228823586,-0.443058995,1.418559114,-0.140085137,-0.492065887,1.02736067,-0.399872151,0.111283273,-0.47685753,-0.529342259,1.620585851,-0.423155983,0.851167312
0.120901836,-0.466996793,0.083980466,0.102695866,-0.466061235,-0.639560737,-0.796509139,-0.437870467,-0.279998092,-0.282185646,-0.010729976,-0.880677719,-0.468591018,-0.86086852,-0.338738833,-0.462672978,-0.160102456,-0.490026638,1.563921105,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.505533453,-0.203969607,0.718634373,0.926718996,-0.443058995,0.583580198,-0.140085137,-0.492065887,1.592681586,-0.399872151,0.111283273,-0.47685753,0.235596433,0.690936069,-0.210938007,0.627653782
0.127801784,-0.460309237,0.092137485,0.110087445,-0.459430302,-0.568150767,-0.606713293,-0.35411244,-0.279998092,-0.273067599,-0.010946684,-0.880677719,-0.468591018,-0.742526406,-0.338738833,-0.462672978,-0.160102456,-0.490026638,1.598581231,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.410985183,1.096933496,0.49905808,0.337573908,-0.045397879,0.475427185,-0.140085137,-0.492065887,0.354880442,-0.399872151,0.111283273,-0.47685753,0.250978335,0.470906212,1.08551147,0.619071128
0.124653578,-0.450853555,0.089783251,0.106714613,-0.4500543,-0.561248878,-0.485289884,-0.371890193,-0.279998092,-0.27320489,-0.010729976,-0.880677719,-0.468591018,-0.861702602,-0.338738833,-0.462672978,-0.160102456,-0.490026638,1.598581231,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.260203295,-0.645096208,1.468390067,0.503233218,-0.298769165,1.644409209,-0.140085137,-0.492065887,0.593183763,-0.399872151,0.111283273,-0.47685753,0.102350769,1.442240481,-0.650554417,1.059994189
0.099811071,-0.441292234,0.064090073,0.080117964,-0.440573098,-0.637379344,-0.289043642,-0.482379023,-0.279998092,-0.27320489,-0.098150003,-0.880677719,-0.468591018,-0.861702602,-0.338738833,-0.462672978,-0.160102456,-0.309845856,1.038024759,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.042948448,-0.617222091,0.521362118,-0.047472185,-0.123030444,0.077435865,-0.15338625,-0.492065887,1.582337872,-0.399872151,0.027036672,-0.47685753,-0.083051562,0.493256322,-0.622775727,0.248710316
0.095889296,-0.462640366,0.057537936,0.075922255,-0.461741718,-0.641345323,-0.613136213,-0.452911088,-0.279998092,-0.265695841,-0.035829888,-0.867812952,-0.468591018,-0.709429175,-0.338738833,-0.462672978,-0.160102456,-0.490026638,1.52373429,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.333268782,1.074965025,0.380924332,0.41987931,0.00701707,0.043031325,-0.140085137,-0.492065887,1.603651703,-0.399872151,0.133575683,-0.475163,0.358894752,0.352528444,1.063618208,0.591201627
0.107741302,-0.462311665,0.070329121,0.088604605,-0.461415799,-0.468776993,-0.798409074,-0.291823139,-0.279998092,-0.27320489,-0.010729976,-0.880677719,-0.468591018,-0.861702602,-0.338738833,-0.462672978,-0.160102456,-0.490026638,1.598581231,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.389518334,-0.806521635,1.270471319,1.663287297,-0.443058995,1.692785877,-0.140085137,-0.492065887,-0.542481013,-0.399872151,0.111283273,-0.47685753,0.723185209,1.243912906,-0.811427206,1.255136333
0.102087632,-0.446714536,0.06594815,0.082553916,-0.445950021,-0.509782764,-0.422761129,-0.349178161,-0.279998092,-0.27320489,-0.026037848,-0.880677719,-0.468591018,-0.861702602,-0.338738833,-0.462672978,-0.160102456,-0.490026638,1.598581231,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.133364908,-0.798679175,0.866864662,3.002316367,-0.362997993,1.692785877,-0.140085137,-0.492065887,-0.542481013,-0.399872151,0.111283273,-0.47685753,1.691202237,0.839472547,-0.803611594,1.517705924
0.118127493,-0.446812415,0.083201124,0.099724556,-0.446047079,-0.472057976,-0.44423292,-0.302934565,-0.279998092,-0.27320489,-0.010729976,-0.880677719,-0.468591018,-0.861702602,-0.338738833,-0.462672978,-0.160102456,1.548854807,0.085632165,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.186910047,0.453416568,0.179350646,-0.037678272,-0.280692189,0.26904197,-0.140085137,-0.492065887,-0.542481013,-0.399872151,0.111283273,-0.47685753,-0.237290481,0.15053838,0.444197614,0.024252954
0.119158729,-0.442938951,0.084734475,0.100828958,-0.442206049,-0.535340966,-0.352040367,-0.356131861,-0.279998092,-0.27320489,-0.010729976,-0.880677719,-0.468591018,-0.861702602,-0.338738833,-0.462672978,-0.160102456,2.765334238,-0.81705466,-0.614448448,-0.204427563,-0.45399475,-0.173842912,-0.236196717,-0.128751406,1.043075086,-1.11427544,-0.084886714,-0.374130061,-0.630449973,-0.140085137,-0.492065887,-0.542481013,-0.399872151,0.111283273,-0.47685753,-0.363792885,-1.14575986,1.031837444,-0.948214385
