AMGOcov,AMROcov,BAEAcov,BARScov,BEWRcov,BHCOcov,BRCRcov,CBCHcov,CHSPcov,CORAcov,DEJUcov,EUSTcov,FOSPcov,GCKIcov,HAFLcov,HAWOcov,HOFIcov,HOSPcov,HOWRcov,MGWAcov,NOCRcov,NOFLcov,NRWScov,OCWAcov,OSFLcov,PISIcov,PIWOcov,PSFLcov,PUFIcov,RBNUcov,RUHUcov,RWBLcov,SAVScov,SOSPcov,SPTOcov,SWTHcov,TOWAcov,TREScov,VATHcov,VGSWcov,WAVIcov,WCSPcov,WETAcov,WIWAcov,WIWRcov,YRWAcov,YWARcov
-1.171928404,-11.80221962,1.046013679,-0.391725113,-0.167898437,12.38160972,-3.937996133,-6.957588735,-3.224442455,-2.59429261,-0.988609758,1.605633991,4.112098497,-2.278408298,-8.280959007,0.712052697,1.222395005,5.284905231,-0.465657948,-3.429151914,0.866183567,-6.626903105,2.476675461,-11.30765389,6.632440224,-4.504828963,-2.630607457,-10.99152811,-6.903829643,-5.632599202,0.087395646,6.186480779,0.661525335,0.226455118,-4.262040678,-1.706295276,-6.235103136,1.780368369,-1.446339252,3.900079124,-0.805793301,2.183141048,-0.242994687,-2.641138432,-0.669844316,-1.129919948,-0.356677297
0.792269248,-5.27022427,1.414945223,27.04800475,-0.976348291,3.855860831,-3.948997924,-2.504779438,0.508630873,-0.959017637,-1.803235501,2.24899289,2.444399018,-1.895042333,-1.307019041,-0.129896824,2.79582006,8.949120861,-0.608505651,11.78209372,1.008424806,2.95788314,2.094053726,-8.522745072,7.696287078,-5.220866232,-1.746544983,-0.659653802,-9.502881677,-3.447014797,0.521444562,4.826934978,12.17908413,0.716011841,-2.233666537,-0.914611953,-2.775276903,0.351428993,-0.362125458,4.111132397,1.02264833,1.778472043,-0.057975085,-0.602901857,0.097062634,-1.21499821,-0.342704019
-1.449314064,12.57954984,1.350582775,5.840467576,0.501406387,-4.718229072,4.237261993,8.353232579,1.127156881,-0.334499914,-1.725995266,0.565757845,1.766907379,2.027027094,13.21555545,0.435645492,-0.176996351,8.672383333,-0.573268882,-5.680083386,1.092642789,2.45764075,1.446607839,9.527500348,6.383999763,-5.533839706,3.062789667,17.11795465,-4.983495807,7.403527643,-0.712772997,-6.889819446,3.924436134,-0.021618664,-2.721007301,-1.560469648,4.193774257,0.513215406,-0.362125458,-0.030722482,1.211129018,-1.500465954,-0.015352021,1.280289667,2.164721859,1.5424913,-1.592150669
2.323156322,2.886946358,1.529444879,41.51887187,-1.375433329,9.784757668,-1.095882096,-3.996462534,-0.112221619,-2.011889079,0.182770284,1.786353968,2.961027909,-0.085184751,-4.780562853,-0.121744574,0.62351776,9.30357472,-0.627773393,25.71918383,1.003581694,3.064715112,2.869174726,-0.374664453,8.582252949,-5.232542945,0.485451051,-1.141113131,3.577119285,1.487428811,1.514608911,-0.593025663,17.32855969,1.382273869,-1.800255651,-0.48884244,-5.129345248,-0.457406152,-0.49796184,0.875524251,1.177480946,0.490936664,-0.084848829,2.425587731,-1.413728027,-0.52716028,0.642100841
-1.56306495,15.8707341,1.241181584,4.546383768,0.551793042,-5.654540755,5.61427124,9.699111985,1.164056425,0.654093266,-1.435580427,0.202438409,1.766907379,2.721585989,14.818947,0.233002617,-0.689919768,8.67396732,-0.539850937,-6.747716974,1.097818179,2.164032609,0.843664614,12.84195733,6.227372222,-5.607290268,3.944679027,19.49121049,-3.78524966,9.39730923,-0.580037527,-9.018708647,4.16945798,0.033785279,-2.675793105,-1.393855507,4.825191455,1.14930582,-0.362125458,-1.067792238,1.16050497,-2.080757951,-0.012093716,1.742022154,2.296985884,1.92509922,-1.750817126
-1.57991775,13.64620864,1.327245145,4.600067741,0.570435551,-5.111660592,4.68070237,9.001382137,1.164056425,-0.123611694,-1.535715055,0.426552763,1.766907379,2.239200289,14.07659562,0.429522524,-0.442621888,8.655742939,-0.568292511,-5.907832628,1.068820716,2.05709177,1.319099359,10.58105258,6.293464909,-5.508729685,3.350355611,18.1955335,-4.881609608,8.041091929,-0.717628756,-7.597303127,3.564358702,-0.030191202,-2.658829427,-1.51172079,4.585989203,0.644248071,-0.362125458,-0.266932418,1.202768597,-1.693188541,-0.024685185,1.452429,2.289718996,1.693780082,-1.59068051
-1.641533252,14.21109087,1.495364523,4.554789299,0.771572124,-3.958743651,3.979173076,9.209217669,1.079830413,-1.858589001,1.356099748,0.521233156,3.423291912,2.532183891,14.41708179,-0.136546338,-0.980344195,8.662583596,-0.595267647,27.63784378,1.144158907,-6.676768936,2.804837221,11.47903379,6.429712532,-5.79467092,3.59777854,19.53715775,-3.442311368,8.550158151,0.451770586,-8.355803246,2.282519772,0.579945977,0.671583842,-0.453683277,4.262073297,-0.42487093,-0.587605576,-0.240627261,1.281588535,-1.893265045,-0.042453052,2.053141915,2.328539918,1.930338573,0.422329194
-1.64464427,11.96755044,1.509633247,4.608913083,0.701492195,-3.710257117,3.010738651,8.422185152,1.002599152,-1.988797273,1.314856698,0.696678442,3.460259804,2.027434017,13.50759503,-0.117416787,-0.76182304,8.644193291,-0.601187989,28.51169344,1.113267572,-7.017169625,2.89362106,9.191461685,6.439857599,-5.691604227,2.999741617,18.09098711,-4.936615801,7.181593245,0.476867067,-6.93115269,2.179069207,0.590487371,0.727575098,-0.426051019,3.885733951,-0.48304115,-0.593258316,0.473510767,1.259113748,-1.500071056,-0.059081542,1.750674753,2.289732557,1.646605592,0.574260263
-1.580057222,13.54280876,1.331077249,4.617671428,0.571067112,-5.074191234,4.636227632,8.96821465,1.164056425,-0.158240127,-1.528628271,0.433873875,1.766907379,2.212437926,14.04123039,0.446576129,-0.485268105,8.654874739,-0.56889128,-5.870435568,1.062531686,2.031007126,1.33763038,10.46855753,6.294011882,-5.478001579,3.325019937,18.1337575,-4.93914153,7.976482439,-0.71876744,-7.540897583,3.536816908,-0.030596663,-2.658308621,-1.511353087,4.573663699,0.621852325,-0.362125458,-0.218852277,1.204090921,-1.674723553,-0.028323932,1.475264062,2.289395427,1.68281941,-1.561346776
-1.585432998,13.44031852,1.34762479,4.433174725,0.58504156,-5.345765213,4.608831496,8.943971016,1.164056425,-0.307770364,-1.744826641,0.484142854,1.766907379,2.245472517,14.01944564,0.317908087,0.197128343,8.654339933,-0.573110423,-5.708950028,1.130305855,2.330008834,1.438265214,10.4634253,6.315094402,-5.798029947,3.270643956,18.09838387,-4.809391248,7.936683432,-0.762656863,-7.358898162,3.429449036,-0.055109902,-2.652028742,-1.583471055,4.569743805,0.519893863,-0.362125458,-0.336121933,1.223301935,-1.663422428,0.011633349,1.004419891,2.287998214,1.683183452,-1.827426462
-1.581209754,15.2015637,1.32991338,4.52592808,0.617794621,-5.241905302,5.336598871,9.474618542,1.164056425,-0.147722946,-1.475526821,0.314661869,1.766907379,2.600233853,14.59814865,0.405272509,-0.49172971,8.668546823,-0.568465625,-5.881793622,1.098159949,2.186605692,1.337162603,12.18529422,6.29853184,-5.637588969,3.761090263,19.11776207,-3.633955591,8.993928095,-0.728177052,-8.570040358,3.549329411,-0.029951435,-2.657128935,-1.535347831,4.787782511,0.606750706,-0.362125458,-0.791183194,1.228457432,-1.965808443,-0.008065227,1.599611858,2.2894937,1.891540225,-1.701217486
-1.640031372,14.7160731,1.523398739,4.461348654,0.757787154,-4.166986866,4.177435124,9.055008892,0.862691437,-2.127828083,1.229011674,0.499385649,3.382265872,2.655763823,14.10732124,-0.174050668,-0.835373846,8.666192698,-0.59968297,27.79078553,1.173383412,-6.318993488,2.948615268,12.00779084,6.424893519,-5.916025451,3.721678923,19.40984237,-2.261767357,8.857998538,0.46610074,-8.624341882,2.078211403,0.599647037,0.532265642,-0.496640568,4.08603346,-0.610376881,-0.567044783,-0.531259388,1.324197109,-1.968393281,-0.024256616,1.995582723,2.20454375,1.980173201,0.322798049
-1.602115859,12.37051502,1.452030587,4.501749571,0.654226789,-4.827924397,3.669142898,8.590763436,1.157867747,-1.282210847,-0.747128545,0.632507425,2.284716933,2.022357527,13.66157622,0.144776833,0.119748659,8.645554405,-0.600851108,8.174122789,1.110008263,-0.658406253,2.20049571,9.36031102,6.380520631,-5.689129447,2.994890468,17.86470689,-4.919308732,7.282884282,-0.338211756,-6.724261256,2.698342291,0.170626473,-1.405838628,-1.160324498,4.281688623,-0.113193024,-0.379068091,0.143488058,1.290956729,-1.476908113,-0.002056471,1.097565444,2.276982453,1.608244867,-0.928480844
-1.615224067,8.174978753,1.409588456,3.440204615,0.594976609,-4.845832223,1.281930036,7.414739535,1.180672281,-1.846297773,0.380060071,0.900510624,3.004023606,1.20914311,12.35285396,-0.522186167,1.359042299,8.430440083,-0.557564435,27.92957023,1.094918986,-4.61248134,2.832779567,5.482543995,6.490301832,-5.651299957,1.9095822,15.95556598,-7.372153043,4.907333034,0.368898873,-4.057764363,2.24841858,0.498913611,0.549796067,-0.421744401,3.534652031,0.017137655,-0.329312895,1.063230841,1.239903777,-0.787971179,0.027375478,-0.002993974,2.172736807,1.145801997,-0.019532757
-1.60534507,10.45553734,1.433961879,3.992470071,0.615141265,-5.170895246,2.515803771,8.053784128,1.171360811,-1.430302436,-0.258320941,0.769740421,2.714135982,1.671565307,13.06735502,-0.398072166,1.198386539,8.566090088,-0.57975222,18.97493576,1.150846411,-2.80005625,2.445270571,7.636643484,6.415685307,-5.909834177,2.470979281,17.0829694,-6.06550345,6.197289103,0.089039258,-5.39375039,2.593832028,0.370455482,-0.318235716,-0.74162298,3.897348348,-0.034945363,-0.351243008,0.452096298,1.270994133,-1.165570941,0.03908905,0.260305698,2.250272719,1.391702165,-0.642469313
-1.615227666,8.52897615,1.520737367,4.330169294,0.58897716,-5.134152384,1.358513201,7.304823176,1.063791563,-1.959135083,0.059775104,1.047665902,3.055245629,1.257949287,12.20713512,-0.580410029,1.486379483,8.613868139,-0.622163665,27.99848753,1.204310772,-4.512483742,2.884126721,5.607884089,6.417949768,-6.015673978,1.93701116,16.04575093,-7.008632839,4.98720662,0.38886494,-4.11151085,2.224111413,0.533323766,0.335901469,-0.483741293,3.426614115,-0.492231745,-0.364028113,1.150370734,1.315969965,-0.817088988,0.044308023,0.033114377,2.225256932,1.161667169,-0.098199663
-1.604029312,8.234676568,1.348557759,3.872486424,0.527514628,-5.146813876,2.034535959,7.448577758,1.164023639,-1.128544069,-1.147486312,0.922586273,2.308367354,1.197789724,12.37955942,0.063619381,0.877059504,8.614094295,-0.543571952,8.59440777,1.152848026,-0.549198884,2.137779053,5.462876972,6.388238643,-5.643951974,1.950446797,15.41729349,-7.98814627,4.940740891,-0.334544826,-4.191432424,2.825148465,0.137519682,-1.352391849,-1.142404523,3.789271413,0.424218507,-0.337622622,1.111061555,1.188239269,-0.806733128,0.011871543,0.207853136,2.203991857,1.113681214,-0.884776173
-1.602946973,12.45449143,1.453056837,4.613514911,0.657374961,-4.707092244,3.54177117,8.612799379,1.164056425,-1.303900943,-0.353901598,0.632735162,2.452157472,2.016167172,13.68619418,0.143265023,-0.32066966,8.646158765,-0.603354508,12.34679987,1.082763186,-1.67944986,2.275483248,9.393164511,6.383780063,-5.453021934,3.038245048,18.04019027,-4.857071192,7.327859345,-0.171900753,-6.851471541,2.687361987,0.25961023,-1.010996044,-0.970028736,4.239147507,-0.121932602,-0.362125458,0.2308208,1.297257058,-1.4897819,-0.020650924,1.447485637,2.279095923,1.617984387,-0.519605333
-1.431205321,5.115894374,1.569687764,6.497583671,0.178319868,-3.046247599,0.026441555,4.367924918,-0.088410203,-2.376922179,0.542413852,1.272006732,3.2926136,0.464718221,8.121920782,-0.228830391,0.501488407,8.62471104,-0.617327134,28.29291977,1.054777755,-5.996682573,3.08292655,2.116283393,6.540747016,-5.492516987,1.112317423,11.30960802,-6.709765514,2.935640212,0.680507742,-2.332040245,2.64901704,0.731607985,0.175346254,-0.440417621,1.421782755,-0.736097808,-0.53717026,2.095190809,1.23048642,-0.210977775,-0.069767276,0.52859007,1.542222519,0.597252618,0.62125652
-1.622739303,7.978672395,1.426232042,3.515639321,0.566082047,-4.60413006,1.187632636,7.080137567,0.953815127,-2.100770335,0.495063834,0.914232835,2.98952213,1.161014179,11.8591625,-0.425150038,0.948642995,8.474593506,-0.560549777,28.31486353,1.091899031,-4.718310827,2.964133814,5.240785822,6.459390456,-5.635887638,1.881120832,15.40356892,-7.044006293,4.789857877,0.428995822,-4.05478735,2.047983432,0.536882915,0.415069535,-0.422019407,3.274968762,-0.116625496,-0.37882592,1.126581859,1.237032947,-0.745941855,0.002979829,0.236226566,2.047831983,1.112020596,0.184413273
-1.588445737,14.16293742,1.370195225,4.347731334,0.627704578,-5.43547084,4.916982541,9.160576515,1.164056425,-0.511725901,-1.769500476,0.442943204,1.766907379,2.427595536,14.2644799,0.282758536,0.357027849,8.660355411,-0.57608038,-5.488687755,1.15808766,2.454688778,1.556873218,11.2365213,6.326909652,-5.946085704,3.453604002,18.53568895,-4.04225707,8.384341653,-0.787253755,-7.777886591,3.27504933,-0.064365036,-2.646031533,-1.62601611,4.668987824,0.369806723,-0.362125458,-0.614873246,1.254708041,-1.791613736,0.029385277,0.950841565,2.28609245,1.788690906,-1.943154747
-1.594876171,16.57390035,1.429952342,4.68821976,0.75167886,-4.495776089,5.895509209,9.851711982,1.152860239,-1.048439452,-1.107041923,0.228492314,1.766907379,2.880805212,15.04258062,0.750511835,-1.354887567,8.679457422,-0.594363946,-4.909430934,1.037761605,1.903061493,1.862348347,13.48892007,6.352128291,-5.413619056,4.156022289,19.90949775,-1.97775582,9.805870195,-0.828548133,-9.587217257,2.844289629,-0.059913466,-2.638993593,-1.632100915,5.000309143,-0.030261708,-0.392777055,-0.969245333,1.315640061,-2.198618807,-0.043811531,2.318425987,2.277066451,2.117116694,-1.377868706
0.685448505,3.226794264,1.38169447,25.84409515,-0.710209383,2.885982604,0.252810262,0.365410258,0.541683464,-0.615637705,-2.518853021,1.521477907,1.766907379,-0.02892859,1.980162951,0.355069114,1.418627039,8.995979711,-0.583212617,-5.376467951,1.055386805,6.716652429,1.612895043,0.078243586,7.575318752,-5.388370191,0.541742035,4.244487581,-3.630805968,1.720447907,-0.125337275,-0.686661797,11.95167037,0.400607713,-3.782719693,-1.582254982,-1.22545492,0.444627863,-0.362125458,1.506783578,1.110272756,0.290886032,-0.034556067,0.748998064,0.210070697,-0.135754775,-1.439592659
2.032529194,-5.439958476,1.436748497,38.5604617,-1.522920008,7.897348995,-3.417256252,-5.53621207,0.170350493,-1.113128037,-3.252092888,2.374981305,1.766907379,-1.926618551,-6.054664595,0.3479907,2.875061351,9.178906961,-0.60093318,-4.839202068,1.022238992,9.387662447,1.913326327,-8.676460443,8.357885564,-5.243196055,-1.792586704,-5.519937362,-4.620496476,-3.544404255,0.19107362,5.017290461,16.79493766,0.633530423,-4.449253179,-1.645923662,-4.995199761,0.218073788,-0.362125458,3.355078853,1.0397221,1.901895986,-0.05190658,-0.0746524,-1.032637397,-1.522752989,-1.265649284
-1.58218706,13.09576703,1.352868445,4.331707858,0.580807371,-5.652059325,4.473338028,8.844653677,1.164056425,-0.355154144,-1.930360147,0.517320844,1.766907379,2.194126223,13.91170451,0.169000239,0.634735278,8.651694939,-0.565523723,-5.6577778,1.167432966,2.492372374,1.448779691,10.17283774,6.302364603,-5.97586674,3.162410004,17.90896685,-4.970504591,7.739848908,-0.736156067,-7.069129979,3.397324873,-0.049381985,-2.649358262,-1.590085133,4.514649026,0.491628768,-0.362125458,-0.348908235,1.226093789,-1.607135179,0.033578173,0.666853555,2.287555459,1.647003337,-1.990081967
-1.583414918,15.74881977,1.355063047,4.378507552,0.658529429,-5.587236241,5.580365445,9.644006403,1.164056425,-0.374985453,-1.656888537,0.311998021,1.766907379,2.768286249,14.79198593,0.291960832,-0.074184563,8.673305439,-0.567619699,-5.63636093,1.163234842,2.48340998,1.464349992,12.82243521,6.30717997,-5.893922388,3.889900112,19.46507554,-2.940198544,9.348053489,-0.74618066,-8.841007813,3.381719843,-0.040947903,-2.649632944,-1.596277434,4.861229861,0.442688509,-0.362125458,-1.084396438,1.263130063,-2.067253343,0.027530342,1.35248346,2.287370155,1.979658028,-1.912474146
-1.653848226,8.217427398,1.096448828,1.636024096,0.633235765,-4.631710285,2.02890966,7.870577567,1.030744335,-1.816411056,1.056475861,0.674644102,3.594919404,1.606727486,12.87235514,-0.321805756,0.124491287,8.623442495,-0.330288996,28.52461977,1.31485559,-6.796184641,2.800890973,6.755549245,6.429298771,-6.154344175,2.311646812,15.80336826,-7.363069526,5.688042717,0.511739012,-5.301699763,2.334001568,0.502911107,0.795632972,-0.449439646,3.64888769,1.411582902,-0.591024411,0.270897995,0.971098672,-1.093337606,-0.002881181,0.434458216,1.997532858,1.346009594,0.416805706
-1.615901461,6.604833798,1.483936911,4.218556183,0.54185301,-4.512693405,0.565160879,6.705166744,1.027236695,-2.105288939,0.361464789,1.115340991,3.085799937,0.799687155,11.51358369,-0.322505631,0.713560116,8.599797715,-0.587840475,28.91328662,1.092246701,-5.175119437,2.973595456,3.665088545,6.434584495,-5.420546444,1.504180653,14.80521181,-8.332226815,3.877774731,0.42737969,-3.158674212,2.099838533,0.543878803,0.468719507,-0.397789482,3.158298002,-0.33381696,-0.359352129,1.845431751,1.261189283,-0.498286916,-0.020144653,0.385160633,2.154447288,0.937303347,0.44351556
2.397190617,-10.42370527,1.503170359,42.16225975,-1.776037702,9.88621738,-7.487961028,-7.984237711,0.059095052,-1.843136906,0.56205263,2.850686345,3.847305622,-3.016868931,-9.167039537,-1.148299648,3.553542299,9.209478282,-0.631398323,47.49963688,0.978697329,-1.717622726,3.111763304,-13.73880221,8.634544244,-5.117821323,-3.1302921,-8.219405407,-6.569924894,-6.581415674,2.396987894,8.238869524,17.79840363,1.78070459,0.297723823,0.495504281,-7.132028723,-0.126524958,-0.380648125,4.771441364,1.020431237,2.799994671,-0.07493439,-0.319810653,-1.389029476,-2.206860163,1.720720376
-1.603185307,9.322675822,1.46448217,4.21734656,0.58061876,-5.349449028,2.260745182,7.682036101,1.164056425,-1.406957757,-1.025706661,0.902371679,2.44920385,1.419750688,12.66533244,-0.3255216,1.746728632,8.621097083,-0.597015842,12.3849078,1.193010686,-1.204529065,2.328810022,6.437598006,6.384714753,-6.143665568,2.12644994,16.23600933,-6.985538878,5.462825621,-0.177009233,-4.537872149,2.620303639,0.233093443,-1.009470421,-1.036495454,3.826241038,-0.151993552,-0.362125458,0.785470137,1.274631328,-0.956255253,0.053966323,-0.21833185,2.27813121,1.240430882,-1.135498476
-1.575576298,13.5535409,1.309684447,4.506137868,0.551897892,-5.580126386,4.655499453,8.987889763,1.164056425,0.035073831,-1.7611903,0.461670124,1.766907379,2.252575162,14.05655487,0.279206339,-0.085367007,8.655250948,-0.557478201,-6.079205443,1.127512541,2.322619222,1.218191356,10.54736708,6.276438763,-5.673751528,3.315131773,18.15679884,-5.022189501,8.004479064,-0.682183861,-7.486083546,3.694669947,-0.02177338,-2.661000469,-1.512873008,4.560475142,0.754179979,-0.362125458,-0.357007853,1.19176997,-1.682623027,0.00255841,1.187101561,2.291201756,1.676662569,-1.752098232
1.883835707,-3.43786724,1.532071354,37.37734867,-1.391869457,8.12164289,-3.928195671,-5.051355459,-0.099056098,-2.061345323,-0.122644338,2.257763584,3.182885198,-1.483878538,-5.535346066,-0.430767953,2.094114359,9.170737799,-0.632283929,31.2713611,0.992927682,1.032251412,2.991555154,-6.706313593,8.358633935,-5.11361599,-1.233967551,-3.410863218,-2.346675706,-2.339732837,1.577600262,3.614815559,15.6242672,1.369316766,-1.097410474,-0.25346531,-5.296631472,-0.398577391,-0.388767991,2.93478184,1.136207427,1.557527732,-0.071850486,0.792749603,-1.077801693,-1.228401228,0.867416039
-1.567065319,15.6410537,1.260648463,4.574477102,0.563837234,-5.535933801,5.517692889,9.624092442,1.164056425,0.478182713,-1.436415952,0.237262313,1.766907379,2.671885191,14.74215023,0.301600775,-0.747878094,8.672081995,-0.546465071,-6.557741948,1.092140615,2.148129467,0.952017745,12.60031284,6.243060717,-5.557136034,3.887766202,19.35916728,-3.828972733,9.257007604,-0.612697711,-8.889022362,4.032822153,0.019787882,-2.672204129,-1.42245571,4.807406593,1.031411753,-0.362125458,-0.95246116,1.173887748,-2.040718116,-0.016309159,1.776075155,2.295342172,1.907045369,-1.688806551
-1.060066796,10.52692678,1.328542737,9.606206904,0.241718056,-2.953392902,3.355128418,6.783344452,1.01943822,-0.135337258,-1.698412768,0.749485512,1.766907379,1.549461431,11.02988281,0.541973728,-0.124317151,8.729010727,-0.583748482,-5.895169577,1.04264438,3.038525849,1.362500642,7.397570739,6.61698302,-5.357235108,2.519403316,14.53471656,-5.271838175,6.141391727,-0.633417339,-5.579848206,5.589874416,0.047192971,-2.923436835,-1.541852301,3.163643781,0.677885354,-0.362125458,0.453510181,1.161108691,-1.108790294,-0.041571093,1.335095542,1.807438543,1.170366379,-1.436809701
-1.605987646,17.85348898,1.435842648,4.528807282,0.804961526,-4.378719044,5.642485477,10.25043256,1.129318649,-1.242841182,0.686300628,0.183873434,2.620874812,3.22646058,15.48349228,0.138038035,-1.378133509,8.690281598,-0.603030599,16.46040301,1.091933107,-2.738211344,2.316982586,14.8436653,6.395704861,-5.655474936,4.502250613,21.27738741,-0.993727935,10.61138095,0.018698732,-10.44279582,2.740581565,0.377146978,-0.613076927,-0.809901792,4.86056689,-0.098119715,-0.454218626,-1.387247253,1.32300717,-2.429154875,-0.026270967,2.548460231,2.258070614,2.289303037,-0.310829752
-1.566099355,13.74664777,1.242684165,4.522470451,0.492759149,-5.631464535,4.728995548,9.059004357,1.164056425,0.640515336,-1.644492981,0.386723053,1.766907379,2.267329236,14.11499719,0.193724237,-0.174730819,8.65668568,-0.544318507,-6.733053455,1.104267821,2.191027553,0.863799188,10.71607694,6.239272437,-5.648079841,3.365744233,18.2474256,-5.400148397,8.111248557,-0.604811299,-7.612508559,4.159704188,0.013337296,-2.675118426,-1.412973504,4.558570233,1.168199018,-0.362125458,-0.445732199,1.134424649,-1.712824133,-0.00768567,1.239591627,2.296859011,1.659750673,-1.780298797
-3.255067392,7.046100472,0.643746004,-3.076014906,-0.893648182,-2.401502514,2.926670395,0.226933937,1.59781985,-2.521908454,-2.657409764,0.197171685,-1.439234602,1.428497036,1.198362032,1.306581033,-0.182574912,-1.570378759,0.747423395,-3.049963396,0.469390285,9.844234214,2.584403886,6.455120779,5.893516285,-0.237000525,2.241507236,3.402966498,7.260528104,5.663294162,-0.889436554,-5.578600904,-3.665402209,-0.132802852,-3.721651706,0.091736327,-1.893282247,-4.644728739,0.800698193,-0.84147177,1.471459119,-0.541048338,0.234877822,1.567545899,0.152909258,0.776665038,0.40504782
-3.439556077,4.968428344,0.52336401,-6.994939392,-0.939876293,-3.714308823,2.071482811,0.989150677,2.776768071,-0.378240915,-1.267630497,0.926953298,-0.115964364,1.318026285,1.773635001,1.093559046,-0.541971721,0.550941292,3.069680346,3.431363476,-0.09445836,7.101918181,1.630207806,4.019783397,5.952633485,-2.22220072,2.230204115,4.070444707,5.26932209,5.779999214,-0.035921935,-4.937416356,-2.289957316,0.79481189,-4.95674526,-0.236406607,-2.251081408,0.280033935,0.351437322,-0.742534643,1.104014254,-0.657060989,0.099917246,1.084160776,0.884993311,0.495782482,1.245846989
-4.809489335,-12.90989031,0.80437676,-8.307994257,-1.533760429,-5.440544728,-4.473894437,-7.851548986,-3.738247881,-2.874585584,-4.685207102,2.14966472,0.558725891,-2.664800065,-8.682843748,0.013635614,3.772337938,1.242317166,-0.904234936,-2.654169676,2.21092952,-1.918189173,2.447706922,-12.6510664,4.331045114,-1.920398163,-3.30961358,-10.86219602,-8.090078159,-6.382429855,-0.288450081,7.112372376,-6.837962741,-0.244967595,-1.511613095,-0.028562253,-6.651641674,-5.316167391,-0.122168679,4.466173832,0.813400642,2.505989425,0.267714984,-3.491453996,-0.606057176,-1.663597748,-0.285804303
-10.92829096,11.10577818,-0.39252835,-8.873706295,0.326910536,-10.74340422,5.065383318,8.553751842,3.080576851,2.16869053,-3.543773169,-0.894960701,-3.095112626,1.082645366,14.29623411,1.117790447,-0.363030634,6.337563377,-3.372242231,-10.5349778,3.938720435,-6.380149746,-0.078643495,11.00739615,1.981376822,6.966881863,2.455672615,16.96859239,-13.93247643,7.236759842,-2.682909974,-5.261943774,-9.138370429,-1.672987425,9.01768609,3.168429254,2.815630858,-9.197620308,3.148608974,-0.910141407,1.677925312,-1.670258409,0.555565541,2.362240827,2.957966739,1.735412903,0.050544995
-12.29176191,9.336416465,-0.722798527,-10.12055822,0.997315172,-8.681085616,4.287028522,7.303314269,2.973612327,3.601020785,-3.351200297,-0.808778763,-3.944492739,0.616076904,12.48474613,1.195182634,0.007265845,6.834002075,-3.578748122,-12.39730381,3.644669754,-7.398884268,-0.796496085,9.27810909,1.443524678,8.869480633,1.915568661,15.00363018,-16.47403191,6.664750887,-2.929325934,-3.929517587,-9.958540145,-1.667424623,12.89845354,3.886123421,1.993476882,-9.890215913,3.550527047,-0.782056017,1.593810908,-1.407710321,0.625055124,2.149307482,2.793236329,1.391754513,0.296102894
-4.055592543,4.9803274,0.050458135,22.56777069,-1.304320876,8.550582496,-3.598217109,0.286970107,1.373089755,9.494976494,-4.051602948,-0.815852921,-4.387294195,-0.646586842,1.537639579,1.266252131,2.845847297,-0.835732044,-2.400049384,-12.0297752,-1.23384125,15.5521419,-0.607655527,2.575619447,7.834035744,10.96278811,0.216325099,4.480639487,-5.831959909,1.304722515,1.639006587,12.95359893,0.340426738,6.353903577,6.599980939,1.548008626,-0.869569603,-0.297371043,2.775718925,1.627740772,1.235275247,1.247647239,0.407998836,1.728202862,-1.098509736,-0.472495814,0.634640671
-4.234381883,11.28515479,0.236072016,-10.27374331,0.9322921,-1.63474465,1.58007802,7.931023753,2.161365662,-1.042244028,2.080556362,-1.783237153,-0.076844339,1.513481731,11.84222242,-0.004414797,0.054401068,-4.83952341,-2.550206074,42.57260781,-0.607133024,0.399168169,2.618979963,11.49635069,5.968585553,2.6036421,2.719573956,15.30996097,-0.214601596,7.383268317,-0.030624013,-4.884204403,-5.324185017,0.140695829,1.289707553,2.189163615,2.389802641,-0.347179405,1.584923729,-0.718730671,0.934267436,-1.162169032,0.182330018,1.183917538,1.361971099,1.655626281,1.370087725
-4.730924313,12.21127085,-0.001538151,-11.47836388,0.693279996,-4.767910796,2.149799686,8.625179381,2.221783127,-0.567181278,1.294029724,-2.189386179,-1.776333565,1.552855106,12.80796108,0.362544572,0.352938347,-5.495002823,-2.868647541,29.36990653,-0.557641278,4.249923583,2.233268199,12.44049953,5.757249419,3.902245271,2.815174142,16.08695969,-0.553369088,7.930799494,-0.801270778,-4.599866383,-6.645539569,-0.232806253,1.147478025,2.236381984,3.202660095,-0.93034163,2.053856431,-1.196870693,1.188553373,-1.263290677,0.244022997,1.069529478,1.281033145,1.679516412,0.672356626
-6.01572413,-1.10135048,-0.271983386,-2.017471814,-1.003992767,-1.879550087,-4.31352896,-0.130161676,-1.490950864,2.807804948,-2.269275042,-1.357606947,-4.993670359,-1.666607289,0.981638253,0.700434799,3.73748024,-5.886881387,-3.369420062,0.827673692,-0.323680517,13.97646186,1.45002101,-1.612446322,5.256120033,5.202385886,-1.105232881,0.837680107,-5.609776453,0.203447528,-0.377606169,10.91651654,-8.384438231,2.173488242,-0.680841964,1.836493122,-2.10971072,-0.433959382,2.462333671,1.425856928,1.276862944,1.447744415,0.331257715,-1.581322647,-1.128396287,-0.73219107,-0.236647491
