OCODES,TIME,DATE_JUL
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,0.272182808,-1.751105178
RS,0.332992531,-0.006661491
RS,0.393802254,-1.347765597
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,0.272182808,-1.620019814
RS,0.332992531,0.134507363
RS,0.393802254,-1.226763723
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,0.272182808,-1.357849087
RS,0.332992531,0.40676158
RS,0.393802254,-1.9225245
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,0.272182808,-1.216680234
RS,0.332992531,0.527763454
RS,0.393802254,-1.801522626
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,0.272182808,-1.08559487
RS,0.332992531,0.658848818
RS,0.393802254,-1.690604241
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,0.272182808,-0.833507632
RS,0.332992531,-1.327598618
RS,0.393802254,-0.45033503
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,0.272182808,-0.702422268
RS,0.332992531,-1.196513255
RS,0.393802254,-0.329333156
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,0.272182808,-0.561253415
RS,0.332992531,-1.065427891
RS,0.393802254,-0.208331281
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,0.272182808,-0.248665239
RS,0.332992531,-0.783090184
RS,0.393802254,-0.954509506
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,0.272182808,-0.087329407
RS,0.332992531,-0.66208831
RS,0.393802254,-0.843591121
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,0.272182808,0.084089915
RS,0.332992531,-0.510835967
RS,0.393802254,-0.702422268
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,0.272182808,0.547930433
RS,0.332992531,-1.882190542
RS,0.393802254,0.074006425
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,0.272182808,0.689099286
RS,0.332992531,-1.761188668
RS,0.393802254,0.205091789
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,0.272182808,0.840351629
RS,0.332992531,-1.630103304
RS,0.393802254,0.336177153
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.248060267,0.114340383
KJ,-0.457533868,0.376511111
KJ,0.028943916,0.507596475
PA,0.880280038,0.346260642
KJ,1.366757822,-0.833507632
PA,1.670806437,0.800017671
KJ,2.400523113,-0.883925079
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.396724145,-0.420084561
PA,-0.396724145,1.04202142
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.396724145,-1.166262786
PA,-0.396724145,0.941186524
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.275104699,-1.539351898
TM,0.637041146,-1.49901794
TM,0.758660592,-1.347765597
AB,1.488377268,1.193273762
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.275104699,-1.367932576
TM,0.637041146,-1.640186794
TM,0.758660592,-1.49901794
AB,1.488377268,1.001687461
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.275104699,-1.146095807
TM,0.637041146,-1.367932576
TM,0.758660592,-1.186429765
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.275104699,-0.853674611
TM,0.637041146,-1.055344401
TM,0.758660592,-1.015010443
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,-0.396724145,-0.178080813
PA,-0.396724145,-1.751105178
PA,-0.335914422,0.013505488
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,-0.396724145,0.104256894
PA,-0.396724145,-1.599852835
PA,-0.335914422,0.164757831
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,-0.396724145,0.346260642
PA,-0.396724145,-1.428433514
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,-0.396724145,-1.751105178
RS,-0.396724145,-0.036911959
RS,-0.335914422,0.003421999
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,-0.396724145,-1.579685856
RS,-0.396724145,0.225258768
RS,-0.335914422,0.154674342
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
RS,-0.396724145,-1.418350024
RS,-0.396724145,0.477346006
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.883201929,1.193273762
KJ,-0.457533868,-0.067162428
KJ,0.028943916,-0.531002946
PA,0.332992531,0.094173404
PA,0.880280038,-0.036911959
KJ,1.366757822,0.769767202
KJ,2.035664775,-0.974676485
KJ,2.400523113,0.255509237
PA,0.150563362,0.457179027
PA,-1.126440821,-0.520919456
AB,0.637041146,-1.065427891
NA,NA,NA
KJ,-0.518343591,0.074006425
KJ,0.150563362,1.03193793
KJ,1.062709207,0.931103035
AB,1.549186991,-1.983025437
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,0.150563362,0.83026814
KJ,1.062709207,0.739516734
AB,1.549186991,-2.14436127
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,0.150563362,1.233607721
KJ,1.062709207,1.173106783
AB,1.549186991,-1.811606115
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.518343591,-0.883925079
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.09267553,-1.589769346
AB,-0.822392206,-0.107496386
AB,-0.761582483,0.991603972
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.09267553,-1.367932576
AB,-0.822392206,0.578180902
AB,-0.761582483,1.152939804
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.09267553,-1.156179296
AB,-0.822392206,0.164757831
AB,-0.761582483,1.314275637
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.09267553,-0.934342527
AB,-0.822392206,0.356344132
AB,-0.761582483,1.46552798
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.09267553,-0.641921331
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.09267553,-0.299082687
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.09267553,-0.117579876
AB,-0.761582483,-1.408266535
AB,-0.70077276,-0.641921331
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-0.09267553,-0.077245917
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.09267553,0.094173404
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-0.09267553,0.205091789
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.09267553,0.356344132
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-0.09267553,0.457179027
AB,-0.761582483,-1.630103304
AB,-0.70077276,-0.833507632
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.09267553,0.578180902
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-0.09267553,0.668932307
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.09267553,0.850435119
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-0.09267553,0.931103035
AB,-0.761582483,-1.831773094
AB,-0.70077276,-1.186429765
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.09267553,1.152939804
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-0.09267553,1.173106783
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-0.031865807,-1.307431639
KJ,-0.031865807,-1.267097681
AB,-0.822392206,1.687364749
AB,-0.761582483,-1.226763723
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.031865807,0.326093663
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-0.031865807,0.346260642
LS,-0.031865807,1.122689336
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.031865807,0.527763454
AB,-0.822392206,1.052104909
AB,-0.761582483,-0.8637581
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-0.031865807,0.679015797
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.031865807,0.769767202
AB,-0.822392206,1.273941679
AB,-0.761582483,-0.702422268
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-0.031865807,0.921019545
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.031865807,1.001687461
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-0.031865807,1.203357252
AB,-0.822392206,1.515945427
AB,-0.761582483,-1.015010443
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,-0.031865807,1.304192147
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.491299159,-1.105761849
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.491299159,-0.833507632
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.491299159,-0.470502009
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.491299159,-0.268832218
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.491299159,-0.006661491
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.491299159,0.316010174
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.491299159,0.60843137
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.491299159,0.890769077
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.491299159,1.142856315
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.491299159,1.344526105
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.126440821,-1.317515129
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.126440821,-1.035177422
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.126440821,-0.813340653
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.126440821,-0.531002946
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.126440821,-0.288999197
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.126440821,-0.097412897
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-1.126440821,-0.057078938
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.126440821,0.215175279
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.126440821,0.437012048
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,-1.126440821,0.628598349
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,0.211373085,-1.095678359
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,0.211373085,-0.954509506
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,0.211373085,-0.66208831
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,0.211373085,-0.389834093
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,0.211373085,-0.218414771
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,0.211373085,0.205091789
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,0.211373085,0.568097412
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,0.211373085,0.900852566
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,0.211373085,1.082355378
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
KJ,0.211373085,1.314275637
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,0.880280038,-0.410001072
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,2.157284221,0.880685587
AB,0.454611977,-0.551169925
AB,0.576231423,0.527763454
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
LS,2.157284221,1.082355378
AB,0.454611977,-0.712505757
AB,0.576231423,0.679015797
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
TM,-0.761582483,0.467262517
TM,-0.70077276,-0.369667114
PA,-1.004821375,-0.036911959
PA,0.211373085,-0.712505757
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
TM,-0.761582483,-0.732672736
TM,-0.70077276,-1.277181171
TM,1.001899484,-1.267097681
LS,-1.065631098,-0.268832218
PA,-0.761582483,0.527763454
PA,-0.031865807,0.245425747
PA,-1.30886999,0.558013922
PA,-1.856157497,0.235342258
PA,0.211373085,-0.268832218
PA,0.211373085,-0.399917582
NA,NA,NA
NA,NA,NA
TM,-0.761582483,-0.349500135
TM,-0.70077276,-1.035177422
TM,1.001899484,-1.08559487
PA,-0.396724145,-1.015010443
PA,-0.335914422,-0.762923205
PA,0.637041146,0.749600223
PA,0.211373085,-1.004926954
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,0.697850869,-0.359583624
TM,-0.761582483,-0.01674498
TM,-0.70077276,-0.682255289
AB,0.211373085,-0.510835967
AB,0.211373085,-0.339416645
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
TM,-0.761582483,0.144590852
TM,-0.70077276,-0.551169925
AB,0.211373085,0.124423873
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.579153314,-1.519184919
PA,-0.518343591,-1.015010443
PA,0.697850869,-0.964592995
PA,-1.491299159,-0.500752477
PA,-1.065631098,-1.49901794
LS,-1.065631098,-1.388099555
PA,-0.822392206,-0.44025154
PA,-0.822392206,-0.329333156
PA,-0.09267553,-1.055344401
PA,-0.09267553,-0.924259037
PA,-1.30886999,-1.176346275
PA,-1.30886999,-0.934342527
PA,-0.579153314,-1.327598618
PA,-1.065631098,-1.378016066
PA,-0.822392206,-0.198247792
PA,-0.09267553,-0.793173674
PA,-1.30886999,-0.793173674
PA,-1.856157497,-0.964592995
AB,0.211373085,-1.08559487
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.579153314,-0.742756226
PA,-1.491299159,-0.02682847
PA,-1.065631098,-1.015010443
PA,-0.822392206,0.255509237
PA,-0.09267553,-0.339416645
PA,-1.30886999,-0.319249666
PA,-1.856157497,-0.551169925
PA,-0.396724145,-0.157913834
PA,-0.335914422,-1.670437262
PA,0.637041146,0.346260642
AB,0.211373085,-0.641921331
AB,0.211373085,-0.783090184
PA,-0.579153314,-0.167997323
RS,0.211373085,0.215175279
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.579153314,0.154674342
PA,-0.518343591,-0.389834093
RS,-1.552108882,0.82018465
AB,0.211373085,-0.02682847
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.518343591,-0.823424142
PA,-0.761582483,-0.722589247
PA,-0.70077276,-0.904092058
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.518343591,-0.561253415
PA,-1.491299159,1.102522357
PA,-0.761582483,-0.531002946
PA,-0.70077276,-0.722589247
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.579153314,-0.944426016
PA,-0.457533868,-1.07551138
RS,0.211373085,-1.156179296
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.457533868,-0.823424142
TM,-0.761582483,-1.125928828
TM,-0.70077276,-1.609936325
TM,1.001899484,-1.539351898
LS,-1.004821375,-1.29734815
PA,-0.761582483,-0.369667114
PA,-1.856157497,0.971436993
PA,-0.396724145,-0.359583624
PA,-0.335914422,-1.468767472
PA,0.332992531,0.951270014
RS,0.211373085,-1.035177422
NA,NA,NA
PA,-0.457533868,-0.561253415
PA,-1.004821375,-0.712505757
RS,0.211373085,-0.66208831
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
PA,-0.457533868,-0.258748729
LS,-1.004821375,-0.702422268
PA,-0.70077276,-0.157913834
PA,-0.031865807,1.546195896
RS,0.211373085,-0.520919456
NA,NA,NA
NA,NA,NA
NA,NA,NA
