Site,Near,Distance
508,512,243.75197853800
508,513,101.52045372700
509,492,240.35764908100
509,507,239.02853492400
509,508,185.42295337800
509,513,122.33162493800
510,490,188.66324320300
510,502,218.44344976800
510,505,101.10377867000
510,511,117.21707010500
511,489,170.92469711500
511,490,122.04409303200
511,502,101.32431130000
511,505,217.00726141600
511,506,229.94949656900
511,510,117.21707010500
512,489,146.72409243600
512,490,215.26216060700
512,491,218.12304511900
512,502,249.98299419200
512,506,111.72173308500
512,508,243.75197853800
513,507,170.20961576800
513,508,101.52045372700
513,509,122.33162493800
514,515,173.92636972000
515,514,173.92636972000
515,516,102.84459805500
515,535,178.48264364900
515,536,217.23877665800
516,515,102.84459805500
516,535,144.85186999500
516,536,125.04442507000
517,498,196.10319434900
517,520,148.96773407000
518,507,193.41309340600
518,519,244.52162936500
519,499,181.87616522800
519,500,242.09759558300
519,504,101.80640408800
519,518,244.52162936500
520,498,161.33347913100
520,517,148.96773407000
521,538,179.30142219200
522,523,140.66271716400
522,524,165.24894041700
523,522,140.66271716400
523,524,101.00543702700
524,522,165.24894041700
524,523,101.00543702700
525,526,197.43606560100
526,525,197.43606560100
526,527,240.16869071600
527,526,240.16869071600
527,528,186.95453992900
528,527,186.95453992900
529,530,178.98603297500
529,531,232.24340679600
529,534,215.08370463600
530,529,178.98603297500
531,529,232.24340679600
531,532,182.96447742700
532,531,182.96447742700
532,533,211.85136298800
533,532,211.85136298800
533,534,165.65325230700
534,529,215.08370463600
534,533,165.65325230700
535,515,178.48264364900
535,516,144.85186999500
535,536,123.96773773800
536,515,217.23877665800
536,516,125.04442507000
536,535,123.96773773800
536,537,145.34441853700
537,536,145.34441853700
538,521,179.30142219200
540,541,148.63223903500
541,540,148.63223903500
541,542,138.30192677400
542,541,138.30192677400
543,544,162.86399756400
544,543,162.86399756400
544,545,133.95137798900
545,544,133.95137798900
546,547,178.58640939700
547,546,178.58640939700
547,548,122.37026935700
548,547,122.37026935700
549,550,142.25726042400
550,549,142.25726042400
550,551,152.66799015200
551,550,152.66799015200
552,553,147.40205874700
553,552,147.40205874700
553,554,178.13796198000
554,553,178.13796198000
555,556,216.80623185700
556,555,216.80623185700
557,558,203.06249216400
558,557,203.06249216400
561,562,180.05554698500
561,578,220.04544985100
562,561,180.05554698500
562,563,248.95983611800
563,562,248.95983611800
563,565,238.29813259900
563,577,221.19900542300
564,565,175.07141400000
564,566,150.30635382400
564,576,238.17010727600
565,563,238.29813259900
565,564,175.07141400000
566,564,150.30635382400
566,567,184.01086924400
566,576,125.43125607300
567,566,184.01086924400
567,568,215.69654610100
567,576,219.22819161800
568,567,215.69654610100
568,569,162.36378906600
569,568,162.36378906600
569,570,214.44113411400
570,569,214.44113411400
570,571,221.90313201900
571,570,221.90313201900
571,572,200.03249736000
572,571,200.03249736000
572,573,200.14494747600
573,572,200.14494747600
573,574,190.19200824400
574,573,190.19200824400
574,575,159.07859692600
575,574,159.07859692600
576,564,238.17010727600
576,566,125.43125607300
576,567,219.22819161800
576,577,204.08331632000
577,563,221.19900542300
577,576,204.08331632000
578,561,220.04544985100
579,580,164.61877532000
579,581,246.60331307000
580,579,164.61877532000
580,581,125.87326389300
581,579,246.60331307000
581,580,125.87326389300
582,583,172.76849894000
583,582,172.76849894000
583,584,226.86996827500
584,583,226.86996827500
585,586,138.08766964500
585,587,172.46905679800
586,585,138.08766964500
586,587,154.80134335400
587,585,172.46905679800
587,586,154.80134335400
588,589,247.60024945300
589,588,247.60024945300
589,590,171.95168499900
590,589,171.95168499900
591,592,162.39712795600
592,591,162.39712795600
592,593,172.79107027000
593,592,172.79107027000
596,597,210.09045670900
597,596,210.09045670900
614,615,110.45614078600
615,614,110.45614078600
615,616,157.39350932500
616,615,157.39350932500
617,618,171.67312838800
618,617,171.67312838800
618,619,172.90620728800
619,618,172.90620728800
620,621,142.06074281800
620,622,172.61345593300
621,620,142.06074281800
621,622,142.27306584100
622,620,172.61345593300
622,621,142.27306584100
623,624,225.01098309900
623,625,166.35011848500
624,623,225.01098309900
624,625,126.99297993100
625,623,166.35011848500
625,624,126.99297993100
626,627,135.86479688200
627,626,135.86479688200
627,628,135.32303692900
628,627,135.32303692900
634,635,218.41476957600
634,639,163.15023751100
635,634,218.41476957600
635,636,222.98121797400
635,637,101.47940332900
635,638,235.96020759700
635,639,220.31252703600
636,635,222.98121797400
636,637,189.65138398900
636,638,171.29214809800
637,635,101.47940332900
637,636,189.65138398900
637,638,139.80129988300
638,635,235.96020759700
638,636,171.29214809800
638,637,139.80129988300
639,634,163.15023751100
639,635,220.31252703600
640,641,104.29285689800
640,642,210.09759636900
641,640,104.29285689800
641,642,106.06601717800
642,640,210.09759636900
642,641,106.06601717800
643,648,171.35343591500
643,649,210.09759636900
644,645,190.96596555400
645,644,190.96596555400
645,646,189.39112967600
646,645,189.39112967600
648,643,171.35343591500
649,643,210.09759636900
650,651,200.14244927100
650,657,249.92999019700
650,658,146.99659860000
650,659,146.49232061800
651,650,200.14244927100
651,652,158.10415838900
651,659,231.87280996300
652,651,158.10415838900
652,653,101.47041391500
652,654,239.13633120100
653,652,101.47041391500
653,654,156.23699945900
654,652,239.13633120100
654,653,156.23699945900
654,655,166.68833192500
655,654,166.68833192500
655,656,168.12197952700
656,655,168.12197952700
656,657,209.17217788200
657,650,249.92999019700
657,656,209.17217788200
657,658,225.75429121100
658,650,146.99659860000
658,657,225.75429121100
658,659,174.18381095800
658,661,183.91846019400
658,662,186.26057017000
659,650,146.49232061800
659,651,231.87280996300
659,658,174.18381095800
659,660,193.05180651800
659,661,179.42686532400
660,659,193.05180651800
660,661,180.00277775600
661,658,183.91846019400
661,659,179.42686532400
661,660,180.00277775600
661,662,158.53390804500
662,658,186.26057017000
662,661,158.53390804500
662,663,169.43435306900
662,664,243.00205760400
663,662,169.43435306900
663,664,169.16855499800
664,662,243.00205760400
664,663,169.16855499800
664,665,159.73102391200
665,664,159.73102391200
665,666,160.38079685500
665,667,224.97110925600
666,665,160.38079685500
666,667,143.08738588700
667,665,224.97110925600
667,666,143.08738588700
673,675,238.43028331100
673,676,180.60177186300
674,675,157.20050890500
675,673,238.43028331100
675,674,157.20050890500
676,673,180.60177186300
676,677,203.06156701800
677,676,203.06156701800
678,679,171.34050193500
679,678,171.34050193500
679,680,222.27719786800
680,679,222.27719786800
681,682,128.13809940600
681,683,176.07497433400
682,681,128.13809940600
683,681,176.07497433400
684,685,183.07019716300
684,686,240.02777429100
685,684,183.07019716300
685,686,152.81693606300
686,684,240.02777429100
686,685,152.81693606300
687,688,166.13583361300
688,687,166.13583361300
688,689,176.45034890800
689,688,176.45034890800
694,700,223.11267494700
694,702,150.15953941900
699,710,241.25097184600
700,694,223.11267494700
700,702,220.39150950400
701,704,187.14551880800
702,694,150.15953941900
702,700,220.39150950400
703,705,172.05917575700
703,706,132.12707102200
704,701,187.14551880800
705,703,172.05917575700
706,703,132.12707102200
710,699,241.25097184600
711,712,210.63950246800
712,711,210.63950246800
712,713,141.49558297000
713,712,141.49558297000
